2015-10-26,10,CLG
2015-10-26,11,Liquid
2015-10-26,12,Titan
2015-10-26,13,mousesports
2015-10-26,14,FlipSid3
2015-10-26,15,Luminosity
2015-10-26,16,E-frag.net
2015-10-26,17,Renegades
2015-10-26,18,Vexed
2015-10-26,19,Immunity
2015-10-26,20,CSGL
2015-11-03,1,EnVyUs
2015-11-03,2,TSM
2015-11-03,3,fnatic
2015-11-03,4,Virtus.pro
2015-11-03,5,Natus Vincere
2015-11-03,6,NiP
2015-11-03,7,G2
2015-11-03,8,Cloud9
2015-11-03,9,Luminosity
2015-11-03,10,CLG
2015-11-03,11,Titan
2015-11-03,12,dignitas
2015-11-03,13,mousesports
2015-11-03,14,Liquid
2015-11-03,15,FlipSid3
2015-11-03,16,E-frag.net
2015-11-03,17,Renegades
2015-11-03,18,Vexed
2015-11-03,19,CSGL
2015-11-03,20,Immunity
2015-11-09,1,EnVyUs
2015-11-09,2,Virtus.pro
2015-11-09,3,TSM
2015-11-09,4,fnatic
2015-11-09,5,Natus Vincere
2015-11-09,6,NiP
2015-11-09,7,G2
2015-11-09,8,mousesports
2015-11-09,9,Luminosity
2015-11-09,10,Titan
2015-11-09,11,Cloud9
2015-11-09,12,dignitas
2015-11-09,13,CLG
2015-11-09,14,Liquid
2015-11-09,15,FlipSid3
2015-11-09,16,E-frag.net
2015-11-09,17,Conquest
2015-11-09,18,Renegades
2015-11-09,19,Vexed
2015-11-09,20,CSGL
2015-11-09,21,Winterfox
2015-11-09,22,compLexity
2015-11-16,1,EnVyUs
2015-11-16,2,Virtus.pro
2015-11-16,3,TSM
2015-11-16,4,fnatic
2015-11-16,5,Natus Vincere
2015-11-16,6,NiP
2015-11-16,7,Cloud9
2015-11-16,8,mousesports
2015-11-16,9,Luminosity
2015-11-16,10,G2
2015-11-16,11,Liquid
2015-11-16,12,Titan
2015-11-16,13,CLG
2015-11-16,14,FlipSid3
2015-11-16,15,Conquest
2015-11-16,16,E-frag.net
2015-11-16,17,Renegades
2015-11-16,18,dignitas
2015-11-16,19,Vexed
2015-11-16,20,HellRaisers
2015-11-16,21,CSGL
2015-11-16,22,Winterfox
2015-11-16,23,compLexity
2015-11-16,24,Enemy
2015-11-16,25,Method
2015-11-16,26,Games Academy
2015-11-16,27,SKDC
2015-11-16,28,Torqued
2015-11-16,29,Nexus
2015-11-16,30,CLG Red
2015-11-24,1,EnVyUs
2015-11-24,2,TSM
2015-11-24,3,Virtus.pro
2015-11-24,4,Natus Vincere
2015-11-24,5,fnatic
2015-11-24,6,NiP
2015-11-24,7,Cloud9
2015-11-24,8,G2
2015-11-24,9,Liquid
2015-11-24,10,mousesports
2015-11-24,11,Titan
2015-11-24,12,CLG
2015-11-24,13,FlipSid3
2015-11-24,14,Luminosity
2015-11-24,15,Renegades
2015-11-24,16,Conquest
2015-11-24,17,dignitas
2015-11-24,18,E-frag.net
2015-11-24,19,Vexed
2015-11-24,20,HellRaisers
2015-12-01,1,EnVyUs
2015-12-01,2,TSM
2015-12-01,3,fnatic
2015-12-01,4,Virtus.pro
2015-12-01,5,Natus Vincere
2015-12-01,6,NiP
2015-12-01,7,Luminosity
2015-12-01,8,G2
2015-12-01,9,Liquid
2015-12-01,10,Cloud9
2015-12-01,11,mousesports
2015-12-01,12,Titan
2015-12-01,13,CLG
2015-12-01,14,FlipSid3
2015-12-01,15,Renegades
2015-12-01,16,Conquest
2015-12-01,17,dignitas
2015-12-01,18,E-frag.net
2015-12-01,19,Vexed
2015-12-01,20,HellRaisers
2015-12-08,1,fnatic
2015-12-08,2,EnVyUs
2015-12-08,3,?
2015-12-08,4,Virtus.pro
2015-12-08,5,Natus Vincere
2015-12-08,6,NiP
2015-12-08,7,Luminosity
2015-12-08,8,G2
2015-12-08,9,Liquid
2015-12-08,10,Cloud9
2015-12-08,11,mousesports
2015-12-08,12,Titan
2015-12-08,13,CLG
2015-12-08,14,FlipSid3
2015-12-08,15,Renegades
2015-12-08,16,Conquest
2015-12-08,17,dignitas
2015-12-08,18,SK
2015-12-08,19,E-frag.net
2015-12-08,20,Vexed
2015-12-14,1,fnatic
2015-12-14,2,EnVyUs
2015-12-14,3,Natus Vincere
2015-12-14,4,?
2015-12-14,5,Virtus.pro
2015-12-14,6,NiP
2015-12-14,7,Luminosity
2015-12-14,8,G2
2015-12-14,9,Liquid
2015-12-14,10,Cloud9
2015-12-14,11,mousesports
2015-12-14,12,Titan
2015-12-14,13,CLG
2015-12-14,14,FlipSid3
2015-12-14,15,Renegades
2015-12-14,16,Conquest
2015-12-14,17,dignitas
2015-12-14,18,SK
2015-12-14,19,E-frag.net
2015-12-14,20,HellRaisers
2015-12-21,1,fnatic
2015-12-21,2,EnVyUs
2015-12-21,3,Natus Vincere
2015-12-21,4,?
2015-12-21,5,Virtus.pro
2015-12-21,6,NiP
2015-12-21,7,Luminosity
2015-12-21,8,G2
2015-12-21,9,Liquid
2015-12-21,10,Cloud9
2015-12-21,11,mousesports
2015-12-21,12,Titan
2015-12-21,13,CLG
2015-12-21,14,Renegades
2015-12-21,15,dignitas
2015-12-21,16,FlipSid3
2015-12-21,17,Conquest
2015-12-21,18,SK
2015-12-21,19,E-frag.net
2015-12-21,20,CSGL
2015-12-28,1,fnatic
2015-12-28,2,EnVyUs
2015-12-28,3,Natus Vincere
2015-12-28,4,?
2015-12-28,5,Virtus.pro
2015-12-28,6,NiP
2015-12-28,7,Luminosity
2015-12-28,8,G2
2015-12-28,9,Liquid
2015-12-28,10,Cloud9
2015-12-28,11,Titan
2015-12-28,12,mousesports
2015-12-28,13,dignitas
2015-12-28,14,CLG
2015-12-28,15,Renegades
2015-12-28,16,Conquest
2015-12-28,17,FlipSid3
2015-12-28,18,SK
2015-12-28,19,E-frag.net
2015-12-28,20,CSGL
2016-01-05,1,fnatic
2016-01-05,2,EnVyUs
2016-01-05,3,Natus Vincere
2016-01-05,4,?
2016-01-05,5,Virtus.pro
2016-01-05,6,NiP
2016-01-05,7,Luminosity
2016-01-05,8,G2
2016-01-05,9,Cloud9
2016-01-05,10,Liquid
2016-01-05,11,mousesports
2016-01-05,12,Titan
2016-01-05,13,dignitas
2016-01-05,14,CLG
2016-01-05,15,Renegades
2016-01-05,16,OpTic
2016-01-05,17,FlipSid3
2016-01-05,18,SK
2016-01-05,19,E-frag.net
2016-01-05,20,CSGL
2016-01-11,1,fnatic
2016-01-11,2,EnVyUs
2016-01-11,3,Natus Vincere
2016-01-11,4,?
2016-01-11,5,Virtus.pro
2016-01-11,6,NiP
2016-01-11,7,Luminosity
2016-01-11,8,G2
2016-01-11,9,Cloud9
2016-01-11,10,Liquid
2016-01-11,11,Titan
2016-01-11,12,mousesports
2016-01-11,13,dignitas
2016-01-11,14,OpTic
2016-01-11,15,CLG
2016-01-11,16,FlipSid3
2016-01-11,17,Renegades
2016-01-11,18,SK
2016-01-11,19,E-frag.net
2016-01-11,20,CSGL
2016-01-11,21,Enemy
2016-01-11,22,Winterfox
2016-01-11,23,Splyce
2016-01-11,24,CyberZen
2016-01-11,25,Leader-1
2016-01-11,26,Obey.Alliance
2016-01-11,27,EZG
2016-01-18,1,fnatic
2016-01-18,2,Natus Vincere
2016-01-18,3,EnVyUs
2016-01-18,4,?
2016-01-18,5,Virtus.pro
2016-01-18,6,Luminosity
2016-01-18,7,NiP
2016-01-18,8,FaZe
2016-01-18,9,Cloud9
2016-01-18,10,Liquid
2016-01-18,11,ex-Titan
2016-01-18,12,mousesports
2016-01-18,13,OpTic
2016-01-18,14,dignitas
2016-01-18,15,CLG
2016-01-18,16,FlipSid3
2016-01-18,17,Renegades
2016-01-18,18,E-frag.net
2016-01-18,19,SK
2016-01-18,20,Vexed
2016-01-18,21,Gambit
2016-01-18,22,Method
2016-01-18,23,Arcade
2016-01-18,24,Rebels
2016-01-18,25,eXplosive
2016-01-18,26,Quest
2016-01-18,27,Fluffy Gangsters
2016-01-18,28,Binary Dragons
2016-01-25,1,fnatic
2016-01-25,2,Natus Vincere
2016-01-25,3,EnVyUs
2016-01-25,4,Astralis
2016-01-25,5,Luminosity
2016-01-25,6,Virtus.pro
2016-01-25,7,NiP
2016-01-25,8,FaZe
2016-01-25,9,dignitas
2016-01-25,10,mousesports
2016-01-25,11,ex-Titan
2016-01-25,12,Cloud9
2016-01-25,13,Liquid
2016-01-25,14,FlipSid3
2016-01-25,15,OpTic
2016-01-25,16,CLG
2016-01-25,17,SK
2016-01-25,18,E-frag.net
2016-01-25,19,Renegades
2016-01-25,20,Vexed
2016-01-25,21,HellRaisers
2016-01-25,22,LDLC White
2016-01-25,23,PENTA
2016-01-25,24,TheMongolz
2016-01-25,25,CyberZen
2016-01-25,26,PixelFire
2016-01-25,27,Chiefs
2016-01-25,28,DenDD
2016-01-25,29,Lemondogs
2016-01-25,30,MVP.karnal
2016-02-01,1,fnatic
2016-02-01,2,Natus Vincere
2016-02-01,3,EnVyUs
2016-02-01,4,Astralis
2016-02-01,5,Luminosity
2016-02-01,6,Virtus.pro
2016-02-01,7,NiP
2016-02-01,8,FaZe
2016-02-01,9,dignitas
2016-02-01,10,mousesports
2016-02-01,11,G2
2016-02-01,12,Cloud9
2016-02-01,13,Liquid
2016-02-01,14,FlipSid3
2016-02-01,15,OpTic
2016-02-01,16,CLG
2016-02-01,17,SK
2016-02-01,18,E-frag.net
2016-02-01,19,Renegades
2016-02-01,20,Vexed
2016-02-01,21,ENCE
2016-02-01,22,LDLC White
2016-02-01,23,Orgless
2016-02-01,24,CPH Wolves
2016-02-01,25,RCTIC
2016-02-01,26,Method
2016-02-01,27,LDLC Blue
2016-02-01,28,Epiphany Bolt
2016-02-01,29,Millenium
2016-02-09,1,fnatic
2016-02-09,2,Natus Vincere
2016-02-09,3,EnVyUs
2016-02-09,4,Astralis
2016-02-09,5,Luminosity
2016-02-09,6,Virtus.pro
2016-02-09,7,dignitas
2016-02-09,8,NiP
2016-02-09,9,G2
2016-02-09,10,FaZe
2016-02-09,11,mousesports
2016-02-09,12,Cloud9
2016-02-09,13,CLG
2016-02-09,14,Liquid
2016-02-09,15,SK
2016-02-09,16,FlipSid3
2016-02-09,17,OpTic
2016-02-09,18,E-frag.net
2016-02-09,19,Vexed
2016-02-09,20,Renegades
2016-02-15,1,fnatic
2016-02-15,2,Natus Vincere
2016-02-15,3,EnVyUs
2016-02-15,4,Astralis
2016-02-15,5,Luminosity
2016-02-15,6,Virtus.pro
2016-02-15,7,dignitas
2016-02-15,8,mousesports
2016-02-15,9,FaZe
2016-02-15,10,NiP
2016-02-15,11,G2
2016-02-15,12,Cloud9
2016-02-15,13,CLG
2016-02-15,14,FlipSid3
2016-02-15,15,SK
2016-02-15,16,Liquid
2016-02-15,17,E-frag.net
2016-02-15,18,OpTic
2016-02-15,19,HellRaisers
2016-02-15,20,Tempo Storm
2016-02-15,21,Vexed
2016-02-15,22,gBots
2016-02-15,23,x6tence
2016-02-22,1,fnatic
2016-02-22,2,Natus Vincere
2016-02-22,3,EnVyUs
2016-02-22,4,Astralis
2016-02-22,5,Luminosity
2016-02-22,6,Virtus.pro
2016-02-22,7,dignitas
2016-02-22,8,FaZe
2016-02-22,9,G2
2016-02-22,10,mousesports
2016-02-22,11,NiP
2016-02-22,12,Cloud9
2016-02-22,13,CLG
2016-02-22,14,FlipSid3
2016-02-22,15,Liquid
2016-02-22,16,SK
2016-02-22,17,E-frag.net
2016-02-22,18,Renegades
2016-02-22,19,OpTic
2016-02-22,20,HellRaisers
2016-02-22,21,Vexed
2016-02-22,22,Gambit
2016-02-22,23,ALTERNATE aTTaX
2016-02-22,24,TheMongolz
2016-02-22,25,gBots
2016-02-22,26,CyberZen
2016-02-22,27,ENCE
2016-02-22,28,Tempo Storm
2016-02-22,29,CSGL
2016-02-22,30,Selfless
2016-03-01,1,fnatic
2016-03-01,2,EnVyUs
2016-03-01,3,Natus Vincere
2016-03-01,4,Astralis
2016-03-01,5,Luminosity
2016-03-01,6,dignitas
2016-03-01,7,Virtus.pro
2016-03-01,8,G2
2016-03-01,9,mousesports
2016-03-01,10,FaZe
2016-03-01,11,NiP
2016-03-01,12,Cloud9
2016-03-01,13,CLG
2016-03-01,14,FlipSid3
2016-03-01,15,Liquid
2016-03-01,16,Gambit
2016-03-01,17,SK
2016-03-01,18,E-frag.net
2016-03-01,19,HellRaisers
2016-03-01,20,Renegades
2016-03-01,21,Vexed
2016-03-01,22,OpTic
2016-03-01,23,Splyce
2016-03-01,24,Tempo Storm
2016-03-01,25,ALTERNATE aTTaX
2016-03-01,26,Ancient
2016-03-01,27,TheMongolz
2016-03-01,28,ENCE
2016-03-01,29,CSGL
2016-03-01,30,Selfless
2016-03-07,1,fnatic
2016-03-07,2,Natus Vincere
2016-03-07,3,Astralis
2016-03-07,4,Luminosity
2016-03-07,5,EnVyUs
2016-03-07,6,Virtus.pro
2016-03-07,7,dignitas
2016-03-07,8,mousesports
2016-03-07,9,G2
2016-03-07,10,FaZe
2016-03-07,11,NiP
2016-03-07,12,Tempo Storm
2016-03-07,13,Cloud9
2016-03-07,14,CLG
2016-03-07,15,Liquid
2016-03-07,16,FlipSid3
2016-03-07,17,E-frag.net
2016-03-07,18,Gambit
2016-03-07,19,HellRaisers
2016-03-07,20,Renegades
2016-03-07,21,Vexed
2016-03-07,22,SK
2016-03-07,23,Splyce
2016-03-07,24,OpTic
2016-03-07,25,TheMongolz
2016-03-07,26,ALTERNATE aTTaX
2016-03-07,27,Ancient
2016-03-07,28,Selfless
2016-03-07,29,CSGL
2016-03-07,30,ENCE
2016-03-14,1,fnatic
2016-03-14,2,Astralis
2016-03-14,3,Natus Vincere
2016-03-14,4,Luminosity
2016-03-14,5,EnVyUs
2016-03-14,6,dignitas
2016-03-14,7,Virtus.pro
2016-03-14,8,G2
2016-03-14,9,mousesports
2016-03-14,10,NiP
2016-03-14,11,FaZe
2016-03-14,12,Tempo Storm
2016-03-14,13,Cloud9
2016-03-14,14,CLG
2016-03-14,15,FlipSid3
2016-03-14,16,Liquid
2016-03-14,17,E-frag.net
2016-03-14,18,Gambit
2016-03-14,19,OpTic
2016-03-14,20,Renegades
2016-03-14,21,SK
2016-03-14,22,noKappa
2016-03-14,23,HellRaisers
2016-03-14,24,Splyce
2016-03-14,25,ALTERNATE aTTaX
2016-03-14,26,TheMongolz
2016-03-14,27,Ancient
2016-03-14,28,CSGL
2016-03-14,29,ENCE
2016-03-14,30,Orgless
2016-03-21,1,fnatic
2016-03-21,2,Natus Vincere
2016-03-21,3,Astralis
2016-03-21,4,Luminosity
2016-03-21,5,EnVyUs
2016-03-21,6,Virtus.pro
2016-03-21,7,dignitas
2016-03-21,8,G2
2016-03-21,9,mousesports
2016-03-21,10,NiP
2016-03-21,11,FaZe
2016-03-21,12,Tempo Storm
2016-03-21,13,Cloud9
2016-03-21,14,CLG
2016-03-21,15,FlipSid3
2016-03-21,16,Liquid
2016-03-21,17,E-frag.net
2016-03-21,18,SK
2016-03-21,19,Renegades
2016-03-21,20,OpTic
2016-03-21,21,Gambit
2016-03-21,22,AGG
2016-03-21,23,NRG
2016-03-21,24,Ancient
2016-03-21,25,HellRaisers
2016-03-21,26,Splyce
2016-03-21,27,CSGL
2016-03-21,28,ALTERNATE aTTaX
2016-03-21,29,Selfless
2016-03-21,30,ENCE
2016-03-28,1,fnatic
2016-03-28,2,Natus Vincere
2016-03-28,3,Astralis
2016-03-28,4,Luminosity
2016-03-28,5,EnVyUs
2016-03-28,6,Virtus.pro
2016-03-28,7,dignitas
2016-03-28,8,G2
2016-03-28,9,NiP
2016-03-28,10,mousesports
2016-03-28,11,FaZe
2016-03-28,12,Cloud9
2016-03-28,13,Tempo Storm
2016-03-28,14,CLG
2016-03-28,15,E-frag.net
2016-03-28,16,FlipSid3
2016-03-28,17,HellRaisers
2016-03-28,18,Liquid
2016-03-28,19,SK
2016-03-28,20,NRG
2016-03-28,21,OpTic
2016-03-28,22,Gambit
2016-03-28,23,AGG
2016-03-28,24,Renegades
2016-03-28,25,Ancient
2016-03-28,26,Selfless
2016-03-28,27,Splyce
2016-03-28,28,Space Soldiers
2016-03-28,29,CSGL
2016-03-28,30,Preparation
2016-04-05,1,fnatic
2016-04-05,2,Luminosity
2016-04-05,3,Natus Vincere
2016-04-05,4,Astralis
2016-04-05,5,Virtus.pro
2016-04-05,6,EnVyUs
2016-04-05,7,NiP
2016-04-05,8,G2
2016-04-05,9,Liquid
2016-04-05,10,mousesports
2016-04-05,11,dignitas
2016-04-05,12,CLG
2016-04-05,13,Cloud9
2016-04-05,14,Tempo Storm
2016-04-05,15,FaZe
2016-04-05,16,FlipSid3
2016-04-05,17,E-frag.net
2016-04-05,18,Gambit
2016-04-05,19,HellRaisers
2016-04-05,20,AGG
2016-04-05,21,SK
2016-04-05,22,Renegades
2016-04-05,23,OpTic
2016-04-05,24,NRG
2016-04-05,25,Selfless
2016-04-05,26,Space Soldiers
2016-04-05,27,CSGL
2016-04-05,28,Splyce
2016-04-05,29,Ancient
2016-04-05,30,Publiclir.se
2016-04-11,1,fnatic
2016-04-11,2,Luminosity
2016-04-11,3,Natus Vincere
2016-04-11,4,Astralis
2016-04-11,5,Virtus.pro
2016-04-11,6,EnVyUs
2016-04-11,7,NiP
2016-04-11,8,Liquid
2016-04-11,9,dignitas
2016-04-11,10,CLG
2016-04-11,11,mousesports
2016-04-11,12,G2
2016-04-11,13,Tempo Storm
2016-04-11,14,Cloud9
2016-04-11,15,FaZe
2016-04-11,16,HellRaisers
2016-04-11,17,Gambit
2016-04-11,18,E-frag.net
2016-04-11,19,FlipSid3
2016-04-11,20,NRG
2016-04-11,21,AGG
2016-04-11,22,Renegades
2016-04-11,23,OpTic
2016-04-11,24,Selfless
2016-04-11,25,SK
2016-04-11,26,Space Soldiers
2016-04-11,27,Splyce
2016-04-11,28,Preparation
2016-04-11,29,Publiclir.se
2016-04-11,30,Escape
2016-04-18,1,Natus Vincere
2016-04-18,2,Luminosity
2016-04-18,3,fnatic
2016-04-18,4,Astralis
2016-04-18,5,NiP
2016-04-18,6,EnVyUs
2016-04-18,7,Virtus.pro
2016-04-18,8,dignitas
2016-04-18,9,mousesports
2016-04-18,10,Liquid
2016-04-18,11,CLG
2016-04-18,12,GODSENT
2016-04-18,13,G2
2016-04-18,14,Tempo Storm
2016-04-18,15,TyLoo
2016-04-18,16,Cloud9
2016-04-18,17,HellRaisers
2016-04-18,18,FaZe
2016-04-18,19,Gambit
2016-04-18,20,E-frag.net
2016-04-18,21,FlipSid3
2016-04-18,22,Selfless
2016-04-18,23,NRG
2016-04-18,24,SK
2016-04-18,25,AGG
2016-04-18,26,Space Soldiers
2016-04-18,27,Renegades
2016-04-18,28,Splyce
2016-04-18,29,OpTic
2016-04-18,30,CSGL
2016-04-25,1,Natus Vincere
2016-04-25,2,Luminosity
2016-04-25,3,fnatic
2016-04-25,4,Astralis
2016-04-25,5,NiP
2016-04-25,6,Virtus.pro
2016-04-25,7,EnVyUs
2016-04-25,8,dignitas
2016-04-25,9,mousesports
2016-04-25,10,Liquid
2016-04-25,11,CLG
2016-04-25,12,GODSENT
2016-04-25,13,G2
2016-04-25,14,TyLoo
2016-04-25,15,Tempo Storm
2016-04-25,16,FaZe
2016-04-25,17,Cloud9
2016-04-25,18,E-frag.net
2016-04-25,19,HellRaisers
2016-04-25,20,Selfless
2016-04-25,21,FlipSid3
2016-04-25,22,NRG
2016-04-25,23,SK
2016-04-25,24,Gambit
2016-04-25,25,Space Soldiers
2016-04-25,26,AGG
2016-04-25,27,OpTic
2016-04-25,28,Splyce
2016-04-25,29,Renegades
2016-04-25,30,CSGL
2016-05-02,1,Natus Vincere
2016-05-02,2,Luminosity
2016-05-02,3,fnatic
2016-05-02,4,Astralis
2016-05-02,5,NiP
2016-05-02,6,Virtus.pro
2016-05-02,7,EnVyUs
2016-05-02,8,dignitas
2016-05-02,9,mousesports
2016-05-02,10,Tempo Storm
2016-05-02,11,Liquid
2016-05-02,12,GODSENT
2016-05-02,13,CLG
2016-05-02,14,HellRaisers
2016-05-02,15,G2
2016-05-02,16,TyLoo
2016-05-02,17,SK
2016-05-02,18,FaZe
2016-05-02,19,Cloud9
2016-05-02,20,OpTic
2016-05-02,21,MK
2016-05-02,22,Selfless
2016-05-02,23,FlipSid3
2016-05-02,24,NRG
2016-05-02,25,Space Soldiers
2016-05-02,26,Gambit
2016-05-02,27,AGG
2016-05-02,28,CSGL
2016-05-02,29,Renegades
2016-05-02,30,Splyce
2016-05-09,1,Luminosity
2016-05-09,2,Natus Vincere
2016-05-09,3,fnatic
2016-05-09,4,Astralis
2016-05-09,5,NiP
2016-05-09,6,Virtus.pro
2016-05-09,7,EnVyUs
2016-05-09,8,Tempo Storm
2016-05-09,9,Liquid
2016-05-09,10,dignitas
2016-05-09,11,mousesports
2016-05-09,12,CLG
2016-05-09,13,HellRaisers
2016-05-09,14,GODSENT
2016-05-09,15,Cloud9
2016-05-09,16,TyLoo
2016-05-09,17,FaZe
2016-05-09,18,SK
2016-05-09,19,G2
2016-05-09,20,Selfless
2016-05-09,21,MK
2016-05-09,22,NRG
2016-05-09,23,Renegades
2016-05-09,24,OpTic
2016-05-09,25,Space Soldiers
2016-05-09,26,FlipSid3
2016-05-09,27,AGG
2016-05-09,28,Gambit
2016-05-09,29,CSGL
2016-05-09,30,Splyce
2016-05-17,1,Luminosity
2016-05-17,2,Natus Vincere
2016-05-17,3,fnatic
2016-05-17,4,NiP
2016-05-17,5,Astralis
2016-05-17,6,Virtus.pro
2016-05-17,7,G2
2016-05-17,8,EnVyUs
2016-05-17,9,Liquid
2016-05-17,10,dignitas
2016-05-17,11,Tempo Storm
2016-05-17,12,HellRaisers
2016-05-17,13,mousesports
2016-05-17,14,GODSENT
2016-05-17,15,TyLoo
2016-05-17,16,Cloud9
2016-05-17,17,FaZe
2016-05-17,18,CLG
2016-05-17,19,SK
2016-05-17,20,OpTic
2016-05-17,21,Orbit
2016-05-17,22,Renegades
2016-05-17,23,Selfless
2016-05-17,24,ENCE
2016-05-17,25,AGG
2016-05-17,26,Space Soldiers
2016-05-17,27,Epsilon
2016-05-17,28,Gambit
2016-05-17,29,NRG
2016-05-17,30,Splyce
2016-05-23,1,Luminosity
2016-05-23,2,Natus Vincere
2016-05-23,3,fnatic
2016-05-23,4,NiP
2016-05-23,5,Astralis
2016-05-23,6,Virtus.pro
2016-05-23,7,G2
2016-05-23,8,Liquid
2016-05-23,9,EnVyUs
2016-05-23,10,Tempo Storm
2016-05-23,11,mousesports
2016-05-23,12,HellRaisers
2016-05-23,13,dignitas
2016-05-23,14,GODSENT
2016-05-23,15,OpTic
2016-05-23,16,TyLoo
2016-05-23,17,FaZe
2016-05-23,18,Cloud9
2016-05-23,19,CLG
2016-05-23,20,SK
2016-05-23,21,Dobry&Gaming
2016-05-23,22,Orbit
2016-05-23,23,ENCE
2016-05-23,24,TSM
2016-05-23,25,Renegades
2016-05-23,26,Fluffy Gangsters
2016-05-23,27,Splyce
2016-05-23,28,NRG
2016-05-23,29,Gambit
2016-05-23,30,Epsilon
2016-06-01,1,Luminosity
2016-06-01,2,Natus Vincere
2016-06-01,3,fnatic
2016-06-01,4,NiP
2016-06-01,5,G2
2016-06-01,6,Astralis
2016-06-01,7,Virtus.pro
2016-06-01,8,EnVyUs
2016-06-01,9,Immortals
2016-06-01,10,Liquid
2016-06-01,11,HellRaisers
2016-06-01,12,mousesports
2016-06-01,13,GODSENT
2016-06-01,14,dignitas
2016-06-01,15,OpTic
2016-06-01,16,Cloud9
2016-06-01,17,TyLoo
2016-06-01,18,FaZe
2016-06-01,19,SK
2016-06-01,20,CLG
2016-06-01,21,Dobry&Gaming
2016-06-01,22,Orbit
2016-06-01,23,TSM
2016-06-01,24,ENCE
2016-06-01,25,Renegades
2016-06-01,26,Epsilon
2016-06-01,27,FlipSid3
2016-06-01,28,Binary Dragons
2016-06-01,29,Splyce
2016-06-01,30,Gambit
2016-06-06,1,Luminosity
2016-06-06,2,Natus Vincere
2016-06-06,3,NiP
2016-06-06,4,fnatic
2016-06-06,5,G2
2016-06-06,6,Virtus.pro
2016-06-06,7,Astralis
2016-06-06,8,EnVyUs
2016-06-06,9,Immortals
2016-06-06,10,Liquid
2016-06-06,11,HellRaisers
2016-06-06,12,GODSENT
2016-06-06,13,mousesports
2016-06-06,14,dignitas
2016-06-06,15,OpTic
2016-06-06,16,Cloud9
2016-06-06,17,TyLoo
2016-06-06,18,FaZe
2016-06-06,19,SK
2016-06-06,20,CLG
2016-06-06,21,Dobry&Gaming
2016-06-06,22,ENCE
2016-06-06,23,TSM
2016-06-06,24,Orbit
2016-06-06,25,Renegades
2016-06-06,26,Epsilon
2016-06-06,27,FlipSid3
2016-06-06,28,Splyce
2016-06-06,29,Fluffy Gangsters
2016-06-06,30,Space Soldiers
2016-06-13,1,Luminosity
2016-06-13,2,Natus Vincere
2016-06-13,3,NiP
2016-06-13,4,fnatic
2016-06-13,5,G2
2016-06-13,6,Astralis
2016-06-13,7,Virtus.pro
2016-06-13,8,EnVyUs
2016-06-13,9,Immortals
2016-06-13,10,Liquid
2016-06-13,11,mousesports
2016-06-13,12,HellRaisers
2016-06-13,13,dignitas
