2304951-0,0.0,VG,Rebellion,2.0
2304984-0,0.0,dream[S]cape,MVP Karnal,3.0
2304985-0,0.0,Team Invictus,MVP project,3.0
2304987-0,0.0,Rebellion,gogomyteam,3.0
2304988-0,0.0,Risky Gaming,The Mongolz,3.0
2304989-0,0.0,NEW4,AG,2.0
2304990-0,0.0,nxl>,Renegades,3.0
2304991-0,0.0,VG,MiTH,2.0
2304992-0,0.0,dream[S]cape,Risky Gaming,2.0
2304992-1,0.0,dream[S]cape,Risky Gaming,2.0
2304993-0,0.0,NEW4,MVP project,3.0
2304993-1,0.0,NEW4,MVP project,3.0
2304994-1,0.0,EHOME,nxl>,2.0
2304995-0,0.0,Rebellion,MiTH,3.0
2304995-1,0.0,MiTH,Rebellion,2.0
2305017-0,0.0,MVP project,The Mongolz,2.0
2305017-1,0.0,MVP project,The Mongolz,2.0
2305018-0,0.0,MiTH,Renegades,3.0
2305018-1,0.0,MiTH,Renegades,3.0
2305019-0,0.0,dream[S]cape,AG,3.0
2305019-1,0.0,dream[S]cape,AG,3.0
2305020-0,0.0,VG,nxl>,2.0
2305020-1,0.0,VG,nxl>,2.0
2305078-0,0.0,The Mongolz,Renegades,3.0
2305078-1,0.0,The Mongolz,Renegades,2.0
2305079-0,0.0,VG,dream[S]cape,2.0
2305079-1,0.0,VG,dream[S]cape,2.0
2305080-0,0.0,VG,Renegades,2.0
2305080-1,0.0,VG,Renegades,3.0
2305080-2,0.0,VG,Renegades,2.0
2305438-0,0.0,FiRENATiON,5frags,2.0
2305441-0,0.0,ITALY,DREAMRAR,3.0
2305443-0,0.0,eSportsLab,mvpproject,3.0
2305452-0,0.0,mvpproject,DankDeaglez,2.0
2305534-0,0.0,tylooteam,athletico,3.0
2305536-0,0.0,mvpproject,teamnxl,3.0
2305555-2,0.0,tylooteam,FINLAND,3.0
2305726-0,0.0,FMESPORTS,VG.CyberZEN,3.0
2305727-0,0.0,ENDPOINT,VG.CyberZEN,3.0
2305728-0,0.0,CAZeSports,TYLOO,3.0
2305729-0,0.0,FMESPORTS,TYLOO,3.0
2306054-0,0.0,ENZO,VG.CyberZEN,3.0
2306058-0,0.0,Splyce,MVP PK,2.0
2306058-1,0.0,Splyce,MVP PK,3.0
2306059-0,0.0,VG.CyberZEN,Kinguin,3.0
2306059-1,0.0,VG.CyberZEN,Kinguin,2.0
2306060-1,0.0,Splyce,4dimensioN eTROVE,3.0
2306073-1,0.0,4dimensioN eTROVE,Kinguin,3.0
2306933-3,0.0,VG.CyberZEN,Heroic,3.0
2307102-2,0.0,iGame,VG.CyberZEN,3.0
2307662-2,0.0,LGR,Outlaws,3.0
2307663-2,0.0,Planetkey Dynamics,x6tence,3.0
2307664-2,0.0,Dizlown,Team Singularity,3.0
2307665-2,0.0,Rynnkkviikset,Conquer Gaming,2.0
2307666-2,0.0,Dizlown,Rynnkkviikset,2.0
2307667-2,0.0,Planetkey Dynamics,Outlaws,2.0
2311429-0,0.0,compLexity,Immortals,2.0
2311430-0,0.0,Luminosity,NRG,3.0
2311431-0,0.0,paiN-,Cloud9,2.0
2311433-0,0.0,LG,Immortals,2.0
2311434-0,0.0,compLexity,NRG,3.0
2311435-0,0.0,NRG,LG,3.0
2311436-0,0.0,CLG,Cloud9,3.0
2311437-0,0.0,MISFIT-,paiN-,2.0
2311437-1,0.0,MISFIT-,paiN-,3.0
2311438-0,0.0,paiN-,CLG,3.0
2311438-1,0.0,paiN-,CLG,2.0
2311439-0,0.0,Cloud9,LG,3.0
2311439-1,0.0,Cloud9,LG,2.0
2311440-0,0.0,CLG,Immortals,2.0
2311440-1,0.0,CLG,Immortals,3.0
2311441-0,0.0,Immortals,Cloud9,2.0
2311441-1,0.0,Immortals,Cloud9,3.0
2311442-0,0.0,LG,CLG,2.0
2311442-1,0.0,LG,CLG,3.0
2311443-0,0.0,CLG,Cloud9,2.0
2311443-1,0.0,CLG,Cloud9,3.0
2311444-0,0.0,Cloud9,Immortals,2.0
2311444-1,0.0,Cloud9,Immortals,3.0
2311444-2,0.0,Cloud9,Immortals,2.0
2309736-0,0.0,eXtatus,BIG,2.0
2309738-0,0.0,Singularity,Fnatic academy,3.0
2309741-0,0.0,Defusekids,Dreamchasers,3.0
2309742-0,0.0,Ambush,NRG,2.0
2309743-0,0.0,iGame.com,Plantronic,2.0
2309758-0,0.0,Ambush,Plantronic,2.0
2309759-0,0.0,Fnatic academy,eFuture,2.0
2309761-0,0.0,Ambush,Plantronic,2.0
2309762-0,0.0,Fnatic academy,eFuture,2.0
2309763-0,0.0,Singularity,Fnatic academy,3.0
2309776-0,0.0,eFuture,Singularity,2.0
2309777-0,0.0,North Acd,LDLC,2.0
2309777-1,0.0,North Acd,LDLC,3.0
2309778-0,0.0,eFuture,Singularity,2.0
2309785-0,0.0,epsilon,BIG,3.0
2309786-0,0.0,Singularity,iGame.com,2.0
2309786-2,0.0,Singularity,iGame.com,2.0
2309787-0,0.0,NRG,Tricked,3.0
2309794-2,0.0,Dreamchasers,Tricked,3.0
2309795-0,0.0,Dreamchasers,Singularity,3.0
2309796-0,0.0,Singularity,BIG,2.0
2311135-0,0.0,The Gatekeepers,PENTA Sports,2.0
2311135-1,0.0,The Gatekeepers,PENTA Sports,2.0
2311137-0,0.0,Outlaws,Team Kinguin,3.0
2311138-0,0.0,RED Reserve,Fnatic Academy,3.0
2311139-0,0.0,Space Soldiers,The Gatekeepers,3.0
2311139-1,0.0,Space Soldiers,The Gatekeepers,3.0
2311140-1,0.0,RED Reserve,Team Kinguin,2.0
2311141-0,0.0,RED Reserve,Space Soldiers,2.0
