2302517-0,de_train,4074319541.0,128.0
2302518-0,de_cache,2515589719.0,128.0
2302519-0,de_cbble,211399940.0,128.0
2302520-0,de_mirage,2494823213.0,128.0
2302521-0,de_mirage,2494823213.0,128.0
2302522-0,de_cbble,211399940.0,128.0
2302523-0,de_train,4074319541.0,128.0
2302523-1,de_dust2,3406488821.0,128.0
2302524-0,de_train,4074319541.0,128.0
2302524-1,de_cache,2515589719.0,128.0
2302524-2,de_overpass,2285880676.0,128.0
2302525-0,de_cache,2515589719.0,128.0
2302525-1,de_mirage,2494823213.0,128.0
2302525-2,de_dust2,3406488821.0,128.0
2302526-0,de_dust2,3406488821.0,128.0
2302526-1,de_train,4074319541.0,128.0
2302559-0,de_cbble,211399940.0,128.0
2302559-1,de_inferno,3454318515.0,128.0
2302559-2,de_cache,2515589719.0,128.0
2302560-0,de_dust2,3406488821.0,128.0
2302560-1,de_train,4074319541.0,128.0
2302562-0,de_mirage,2494823213.0,128.0
2302562-1,de_cbble,211399940.0,128.0
2300722-0,de_train,4074319541.0,128.0
2300722-1,de_cbble,211399940.0,128.0
2300723-1,de_cbble,211399940.0,128.0
2300724-0,de_inferno,3454318515.0,128.0
2300724-1,de_cbble,211399940.0,128.0
2300725-0,de_cbble,211399940.0,128.0
2300725-1,de_cache,597569438.0,128.0
2300762-0,de_cbble,211399940.0,128.0
2300762-1,de_mirage,1450024005.0,128.0
2300762-2,de_train,4074319541.0,128.0
2300763-0,de_cache,597569438.0,128.0
2300763-1,de_cbble,211399940.0,128.0
2300763-2,de_mirage,1450024005.0,128.0
2300764-0,de_cache,597569438.0,128.0
2300764-1,de_cbble,211399940.0,128.0
2300765-0,de_cbble,211399940.0,128.0
2300765-1,de_overpass,3965900419.0,128.0
2300777-0,de_cache,597569438.0,128.0
2300777-1,de_overpass,3965900419.0,128.0
2300778-0,de_cbble,211399940.0,128.0
2300778-1,de_overpass,3965900419.0,128.0
2300778-2,de_cache,597569438.0,128.0
2300413-0,de_inferno,3454318515.0,128.0
2300414-0,de_overpass,3965900419.0,128.0
2300427-0,de_train,4074319541.0,128.0
2300428-0,de_mirage,1450024005.0,128.0
2300429-0,de_overpass,3965900419.0,128.0
2300429-1,de_mirage,1450024005.0,128.0
2300429-2,de_train,4074319541.0,128.0
2300430-0,de_cache,597569438.0,128.0
2300430-1,de_mirage,1450024005.0,128.0
2300430-2,de_cbble,211399940.0,128.0
2300437-0,de_train,4074319541.0,128.0
2300437-1,de_cache,597569438.0,128.0
2300438-0,de_cbble,211399940.0,128.0
2300438-1,de_mirage,1450024005.0,128.0
2300439-0,de_train,4074319541.0,128.0
2300439-1,de_overpass,3965900419.0,128.0
2300440-0,de_cbble,211399940.0,128.0
2300440-1,de_train,4074319541.0,128.0
2300444-0,de_train,4074319541.0,128.0
2300444-1,de_cbble,211399940.0,128.0
2300270-0,de_train,4074319541.0,128.0
2300270-1,de_mirage,1450024005.0,128.0
2300271-0,de_train,4074319541.0,128.0
2300271-1,de_inferno,3454318515.0,128.0
2300272-0,de_train,4074319541.0,128.0
2300272-1,de_mirage,1450024005.0,128.0
2300273-0,de_inferno,3454318515.0,128.0
2300273-1,de_cache,597569438.0,128.0
2300273-2,de_mirage,1450024005.0,128.0
2300274-0,de_dust2,3406488821.0,128.0
2300274-1,de_train,4074319541.0,128.0
2300275-0,de_mirage,1450024005.0,128.0
2300275-1,de_train,4074319541.0,128.0
2300276-0,de_dust2,3406488821.0,128.0
2300276-1,de_train,4074319541.0,128.0
2300295-0,de_inferno,3454318515.0,128.0
2300295-1,de_mirage,1450024005.0,128.0
2300296-0,de_inferno,3454318515.0,128.0
2300296-1,de_dust2,3406488821.0,128.0
2300296-2,de_cache,597569438.0,128.0
2300297-0,de_dust2,3406488821.0,128.0
2300297-1,de_mirage,1450024005.0,128.0
2300297-2,de_inferno,3454318515.0,128.0
2300315-0,de_cache,597569438.0,128.0
2300315-1,de_inferno,3454318515.0,128.0
2300316-0,de_dust2,3406488821.0,128.0
2300316-1,de_overpass,3965900419.0,128.0
2300316-2,de_mirage,1450024005.0,128.0
2300317-0,de_mirage,1450024005.0,128.0
2300317-1,de_cache,597569438.0,128.0
2300317-2,de_inferno,3454318515.0,128.0
2300318-0,de_cbble,211399940.0,128.0
2300318-1,de_train,4074319541.0,128.0
2300344-0,de_dust2,3406488821.0,128.0
2300344-1,de_cbble,211399940.0,128.0
2300570-0,de_overpass,3965900419.0,128.0
2300570-1,de_train,4074319541.0,128.0
2300570-2,de_cache,597569438.0,128.0
2300571-0,de_inferno,3454318515.0,128.0
2300571-1,de_cbble,211399940.0,128.0
2300584-0,de_inferno,3454318515.0,128.0
2300584-1,de_overpass,3965900419.0,128.0
2300585-0,de_cbble,211399940.0,128.0
2300585-1,de_inferno,3454318515.0,128.0
2300586-0,de_overpass,3965900419.0,128.0
2300586-1,de_cache,597569438.0,128.0
2300586-2,de_cbble,211399940.0,128.0
2300591-0,de_cache,597569438.0,128.0
2300591-1,de_train,4074319541.0,128.0
2300591-2,de_cbble,211399940.0,128.0
2300592-0,de_mirage,1450024005.0,128.0
2300592-1,de_overpass,3965900419.0,128.0
2300593-0,de_cache,597569438.0,128.0
2300593-1,de_dust2,3406488821.0,128.0
2300594-0,de_train,4074319541.0,128.0
2300594-1,de_overpass,3965900419.0,128.0
2300595-0,de_cache,597569438.0,128.0
2300595-1,de_train,4074319541.0,128.0
2300616-0,de_mirage,1450024005.0,128.0
2300616-1,de_overpass,3965900419.0,128.0
2300617-0,de_dust2,3406488821.0,128.0
2300617-1,de_inferno,3454318515.0,128.0
2300617-2,de_cbble,211399940.0,128.0
2300634-0,de_cache,597569438.0,128.0
2300634-1,de_overpass,3965900419.0,128.0
2300634-2,de_mirage,1450024005.0,128.0
2300635-0,de_overpass,3965900419.0,128.0
2300637-0,de_overpass,3965900419.0,128.0
2300637-1,de_dust2,3406488821.0,128.0
2300638-0,de_cbble,211399940.0,128.0
2300638-1,de_mirage,1450024005.0,128.0
2300638-2,de_inferno,3454318515.0,128.0
2301818-0,de_cache,1323791646.0,128.0
2301822-0,de_mirage,2966862683.0,128.0
2301823-0,de_cache,1323791646.0,128.0
2301824-0,de_train,4074319541.0,128.0
2301826-0,de_train,4074319541.0,128.0
2301827-0,de_train,4074319541.0,128.0
2301828-0,de_train,4074319541.0,128.0
2301840-0,de_cbble,211399940.0,128.0
2301841-0,de_mirage,2966862683.0,128.0
2301844-0,de_inferno,3454318515.0,128.0
2301845-0,de_dust2,3406488821.0,128.0
2301850-0,de_cache,1323791646.0,128.0
2301851-0,de_overpass,2285880676.0,128.0
2301852-0,de_dust2,3406488821.0,128.0
2301853-0,de_cbble,211399940.0,128.0
2301858-0,de_cbble,211399940.0,128.0
2301858-1,de_cache,1323791646.0,128.0
2301858-2,de_overpass,2285880676.0,128.0
2301859-0,de_mirage,2966862683.0,128.0
2301859-1,de_cbble,211399940.0,128.0
2301860-0,de_cache,1323791646.0,128.0
2301860-1,de_cbble,211399940.0,128.0
2301860-2,de_mirage,2966862683.0,128.0
2301861-1,de_inferno,3454318515.0,128.0
2301861-2,de_cbble,211399940.0,128.0
2301868-0,de_inferno,3454318515.0,128.0
2301868-1,de_mirage,2966862683.0,128.0
