2300318-1,STEAM_1:0:29531372,Zeus,Natus Vincere
2300318-1,STEAM_1:0:1824214,seized,Natus Vincere
2300318-1,STEAM_1:0:78128774,flamie <3 AileY,Natus Vincere
2300318-1,STEAM_1:0:11714767,Edward[ms],Natus Vincere
2300318-1,STEAM_1:1:6032647,GuardiaN,Natus Vincere
2300318-1,STEAM_1:1:14739219,nV apEXmousse[D],Team EnVyUS
2300318-1,STEAM_1:0:32320034,nV kennyS /M/,Team EnVyUS
2300318-1,STEAM_1:1:20258583,nV k1o[C],Team EnVyUS
2300318-1,STEAM_1:0:8987812,nV Happy,Team EnVyUS
2300344-0,STEAM_1:0:11714767,Edward[ms],Natus Vincere
2300344-0,STEAM_1:1:14180732,olofmeister =DDD!,Fnatic
2300344-0,STEAM_1:1:6032647,GuardiaN,Natus Vincere
2300344-0,STEAM_1:0:29531372,Zeus,Natus Vincere
2300344-0,STEAM_1:0:35644236,JWGOD * FnaticGEAR,Fnatic
2300344-0,STEAM_1:0:78128774,flamie -A-,Natus Vincere
2300344-0,STEAM_1:1:15541177,flusha * FnaticGEAR,Fnatic
2300344-0,STEAM_1:0:35692928,kKrimz,Fnatic
2300344-0,STEAM_1:1:54038412,dennisMONSTER,Fnatic
2300344-0,STEAM_1:0:1824214,seized,Natus Vincere
2300344-1,STEAM_1:1:6032647,GuardiaN,Natus Vincere
2300344-1,STEAM_1:0:11714767,Edward[ms],Natus Vincere
2300344-1,STEAM_1:0:29531372,Zeus,Natus Vincere
2300344-1,STEAM_1:0:1824214,seized,Natus Vincere
2300344-1,STEAM_1:1:54038412,dennisMONSTER,Fnatic
2300344-1,STEAM_1:0:35644236,JWGOD * FnaticGEAR,Fnatic
2300344-1,STEAM_1:0:78128774,flamie -A-,Natus Vincere
2300344-1,STEAM_1:1:14180732,olofmeister =DDD!,Fnatic
2300344-1,STEAM_1:1:15541177,flusha * FnaticGEAR,Fnatic
2300344-1,STEAM_1:0:35692928,kKrimz,Fnatic
2300570-0,STEAM_1:0:8987812,ENVYUS HappyV,EnVyUs
2300570-0,STEAM_1:0:3611826,CLG jdm^v^,CLG
2300570-0,STEAM_1:0:54380041,CLG FugLy,CLG
2300570-0,STEAM_1:1:9108123,CLG kirat,CLG
2300570-0,STEAM_1:0:259380,CLG Cutla,CLG
2300570-0,STEAM_1:1:15152890,CLG hazed,CLG
2300570-0,STEAM_1:1:15152890,CLG hazed,CLG
2300570-0,STEAM_1:1:14739219,ENVYUS apEXmousse[D],EnVyUs
2300570-0,STEAM_1:1:222422,ENVYUS NBK-,EnVyUs
2300570-0,STEAM_1:1:20258583,ENVYUS k1o[C],EnVyUs
2300570-0,STEAM_1:0:32320034,ENVYUS KENNYS,EnVyUs
2300570-1,STEAM_1:0:3611826,CLG jdm^v^,CLG
2300570-1,STEAM_1:0:32320034,ENVYUS KENNYS,EnVyUs
2300570-1,STEAM_1:0:8987812,ENVYUS HappyV,EnVyUs
2300570-1,STEAM_1:1:9108123,CLG kirat,CLG
2300570-1,STEAM_1:1:14739219,ENVYUS apEXmousse[D],EnVyUs
2300570-1,STEAM_1:0:54380041,CLG FugLy,CLG
2300570-1,STEAM_1:1:20258583,ENVYUS k1o[C],EnVyUs
2300570-1,STEAM_1:1:15152890,CLG hazed,CLG
2300570-1,STEAM_1:0:259380,CLG Cutla,CLG
2300570-1,STEAM_1:1:222422,ENVYUS NBK-,EnVyUs
2300570-2,STEAM_1:0:8987812,ENVYUS HappyV,EnVyUs
2300570-2,STEAM_1:0:54380041,CLG FugLy,CLG
2300570-2,STEAM_1:1:20258583,ENVYUS k1o[C],EnVyUs
2300570-2,STEAM_1:1:14739219,ENVYUS apEXmousse[D],EnVyUs
2300570-2,STEAM_1:1:222422,ENVYUS NBK-,EnVyUs
2300570-2,STEAM_1:1:15152890,CLG hazed,CLG
2300570-2,STEAM_1:0:32320034,ENVYUS KENNYS,EnVyUs
2300570-2,STEAM_1:0:3611826,CLG jdm^v^,CLG
2300570-2,STEAM_1:0:259380,CLG Cutla,CLG
2300570-2,STEAM_1:1:9108123,CLG kirat,CLG
2300571-0,STEAM_1:1:2833630,markeloff,FlipSid3 ESP
2300571-0,STEAM_1:1:12067445,MSL,dignitas
2300571-0,STEAM_1:1:23459321,bondik ;wf,FlipSid3 ESP
2300571-0,STEAM_1:0:26665464,Shara ;wf,FlipSid3 ESP
2300571-0,STEAM_1:0:18366094,WorldEdit,FlipSid3 ESP
2300571-0,STEAM_1:1:26629068,B1ad3,FlipSid3 ESP
2300571-0,STEAM_1:1:9701723,k0nfig,dignitas
2300571-0,STEAM_1:0:29807412,Kjaerbye[FF],dignitas
2300571-0,STEAM_1:0:18607461,teNzkji,dignitas
2300571-0,STEAM_1:1:17551991,RUBINO,dignitas
2300571-1,STEAM_1:0:18366094,WorldEdit,FlipSid3 ESP
2300571-1,STEAM_1:0:29807412,Kjaerbye[FF],dignitas
2300571-1,STEAM_1:0:18607461,teNzkji,dignitas
2300571-1,STEAM_1:1:12067445,MSL,dignitas
2300571-1,STEAM_1:1:26629068,B1ad3,FlipSid3 ESP
2300571-1,STEAM_1:1:23459321,bondik ;wf,FlipSid3 ESP
2300571-1,STEAM_1:1:2833630,markeloff,FlipSid3 ESP
2300571-1,STEAM_1:1:17551991,RUBINO,dignitas
2300571-1,STEAM_1:0:26665464,Shara ;wf,FlipSid3 ESP
2300571-1,STEAM_1:1:9701723,k0nfig,dignitas
2300584-0,STEAM_1:1:26629068,B1ad3,Flipsid3 ESP
2300584-0,STEAM_1:0:3611826,CLG jdm^v^,CLG
2300584-0,STEAM_1:1:9108123,CLG kirat,CLG
2300584-0,STEAM_1:1:15152890,CLG hazed,CLG
2300584-0,STEAM_1:0:18366094,WorldEdit,Flipsid3 ESP
2300584-0,STEAM_1:1:23459321,bondik ;wf,Flipsid3 ESP
2300584-0,STEAM_1:0:54380041,CLG FugLy,CLG
2300584-0,STEAM_1:0:259380,CLG Cutla,CLG
2300584-0,STEAM_1:1:2833630,markeloff,Flipsid3 ESP
2300584-0,STEAM_1:0:26665464,Shara ;wf,Flipsid3 ESP
2300584-0,STEAM_1:0:26665464,Shara ;wf,Flipsid3 ESP
2300584-1,STEAM_1:0:259380,CLG Cutla,CLG
2300584-1,STEAM_1:0:26665464,Shara ;wf,Flipsid3 ESP
2300584-1,STEAM_1:1:23459321,bondik ;wf,Flipsid3 ESP
2300584-1,STEAM_1:0:18366094,WorldEdit,Flipsid3 ESP
2300584-1,STEAM_1:1:2833630,markeloff,Flipsid3 ESP
2300584-1,STEAM_1:1:26629068,B1ad3,Flipsid3 ESP
2300584-1,STEAM_1:1:9108123,CLG kirat,CLG
2300584-1,STEAM_1:1:15152890,CLG hazed,CLG
2300584-1,STEAM_1:0:3611826,CLG jdm^v^,CLG
2300584-1,STEAM_1:0:54380041,CLG FugLy,CLG
2300585-0,STEAM_1:0:8987812,ENVYUS HappyV,EnVyUs
2300585-0,STEAM_1:0:18607461,teNzkji,dignitas
2300585-0,STEAM_1:0:29807412,Kjaerbye[FF],dignitas
2300585-0,STEAM_1:1:20258583,ENVYUS k1o[C],EnVyUs
2300585-0,STEAM_1:1:17551991,RUBINO,dignitas
2300585-0,STEAM_1:1:14739219,ENVYUS apEXmousse[D],EnVyUs
2300585-0,STEAM_1:0:32320034,ENVYUS KENNYS,EnVyUs
2300585-0,STEAM_1:1:12067445,MSL,dignitas
2300585-0,STEAM_1:1:222422,ENVYUS NBK-,EnVyUs
2300585-0,STEAM_1:1:9701723,k0nfig,dignitas
2300585-1,STEAM_1:0:8987812,ENVYUS HappyV,EnVyUs
2300585-1,STEAM_1:0:32320034,ENVYUS KENNYS,EnVyUs
2300585-1,STEAM_1:1:20258583,ENVYUS k1o[C],EnVyUs
2300585-1,STEAM_1:1:12067445,MSL,dignitas
2300585-1,STEAM_1:1:14739219,ENVYUS apEXmousse[D],EnVyUs
2300585-1,STEAM_1:1:222422,ENVYUS NBK-,EnVyUs
2300585-1,STEAM_1:0:18607461,teNzkji,dignitas
2300585-1,STEAM_1:1:9701723,k0nfig,dignitas
2300585-1,STEAM_1:1:17551991,RUBINO,dignitas
2300585-1,STEAM_1:0:29807412,Kjaerbye[FF],dignitas
2300586-0,STEAM_1:1:20258583,ENVYUS k10$|-|1m@[C],EnVyUs
2300586-0,STEAM_1:1:14739219,ENVYUS 4px[D]m0u$$3,EnVyUs
2300586-0,STEAM_1:0:8987812,ENVYUS HappyV,EnVyUs
2300586-0,STEAM_1:1:222422,ENVYUS |\| |3 |<,EnVyUs
2300586-0,STEAM_1:0:259380,CLG reltuC,CLG
2300586-0,STEAM_1:1:9108123,CLG t@r!k,CLG
2300586-0,STEAM_1:0:54380041,CLG FugLy,CLG
2300586-0,STEAM_1:0:3611826,CLG jdm^v^,CLG
2300586-0,STEAM_1:0:32320034,ENVYUS |{ 3 |\| |\| Y 5 ^v^,EnVyUs
2300586-0,STEAM_1:1:15152890,CLG h6z9d,CLG
2300586-1,STEAM_1:0:3611826,CLG jdm^v^,CLG
2300586-1,STEAM_1:1:20258583,ENVYUS k10$|-|1m@[C],EnVyUs
2300586-1,STEAM_1:0:32320034,ENVYUS |{ 3 |\| |\| Y 5 ^v^,EnVyUs
2300586-1,STEAM_1:0:8987812,ENVYUS HappyV,EnVyUs
2300586-1,STEAM_1:1:222422,ENVYUS |\| |3 |<,EnVyUs
2300586-1,STEAM_1:1:14739219,ENVYUS 4px[D]m0u$$3,EnVyUs
2300586-1,STEAM_1:0:259380,CLG reltuC,CLG
2300586-1,STEAM_1:1:9108123,CLG tarik,CLG
2300586-1,STEAM_1:1:15152890,CLG h6z9d,CLG
2300586-1,STEAM_1:0:54380041,CLG FugLy,CLG
2300586-2,STEAM_1:0:54380041,CLG FugLy,CLG
2300586-2,STEAM_1:1:222422,ENVYUS |\| |3 |<,EnVyUs
2300586-2,STEAM_1:0:8987812,ENVYUS HappyV,EnVyUs
2300586-2,STEAM_1:0:32320034,ENVYUS |{ 3 |\| |\| Y 5 ^v^,EnVyUs
2300586-2,STEAM_1:0:259380,CLG reltuC,CLG
2300586-2,STEAM_1:1:9108123,CLG tarik,CLG
2300586-2,STEAM_1:1:20258583,ENVYUS k10$|-|1m@[C],EnVyUs
2300586-2,STEAM_1:0:3611826,CLG jdm^v^,CLG
2300586-2,STEAM_1:1:14739219,ENVYUS 4px[D]m0u$$3,EnVyUs
2300586-2,STEAM_1:1:15152890,CLG h6z9d,CLG
2300591-0,STEAM_1:1:23327283,G2.Kinguin shox\M\,G2.Kinguin
2300591-0,STEAM_1:1:10537862,Skadoodle,Cloud9
2300591-0,STEAM_1:0:2257963,shroud,Cloud9
2300591-0,STEAM_1:1:5868666,G2.Kinguin Ex6TenZ,G2.Kinguin
2300591-0,STEAM_1:0:14251260,G2.Kinguin ScreaM SaiyajiN,G2.Kinguin
2300591-0,STEAM_1:0:19369141,stewie2k,Cloud9
2300591-0,STEAM_1:1:26992886,G2.Kinguin RpK^,G2.Kinguin
2300591-0,STEAM_1:1:8441535,fREAKAZOiD,Cloud9
2300591-0,STEAM_1:0:377643,NZER0,Cloud9
2300591-0,STEAM_1:1:7160959,G2.Kinguin SmithZz,G2.Kinguin
2300591-1,STEAM_1:0:2257963,shroud,Cloud9
2300591-1,STEAM_1:1:23327283,G2.Kinguin shox\M\,G2.Kinguin
2300591-1,STEAM_1:0:377643,NZER0,Cloud9
2300591-1,STEAM_1:0:19369141,stewie2k,Cloud9
2300591-1,STEAM_1:1:8441535,fREAKAZOiD,Cloud9
2300591-1,STEAM_1:1:5868666,G2.Kinguin Ex6TenZ,G2.Kinguin
2300591-1,STEAM_1:1:26992886,G2.Kinguin RpK^,G2.Kinguin
2300591-1,STEAM_1:1:10537862,Skadoodle,Cloud9
2300591-1,STEAM_1:1:7160959,G2.Kinguin SmithZz,G2.Kinguin
2300591-1,STEAM_1:0:14251260,G2.Kinguin ScreaM SaiyajiN,G2.Kinguin
2300591-2,STEAM_1:0:377643,NZER0,Cloud9
2300591-2,STEAM_1:1:26992886,G2.Kinguin RpK^,G2.Kinguin
2300591-2,STEAM_1:1:5868666,G2.Kinguin Ex6TenZ,G2.Kinguin
2300591-2,STEAM_1:0:19369141,stewie2k,Cloud9
2300591-2,STEAM_1:1:10537862,Skadoodle,Cloud9
2300591-2,STEAM_1:0:2257963,shroud,Cloud9
2300591-2,STEAM_1:1:8441535,fREAKAZOiD,Cloud9
2300591-2,STEAM_1:0:14251260,G2.Kinguin ScreaM SaiyajiN,G2.Kinguin
2300591-2,STEAM_1:1:23327283,G2.Kinguin shox\M\,G2.Kinguin
2300591-2,STEAM_1:1:7160959,G2.Kinguin SmithZz,G2.Kinguin
2300592-0,STEAM_1:1:14582262,kKARR1GAN:D,Astralis
2300592-0,STEAM_1:1:13393908,ub1que,Method
2300592-0,STEAM_1:0:22294614,dupreeh <3 mutti,Astralis
2300592-0,STEAM_1:0:13723968,dDEV1CE -M-,Astralis
2300592-0,STEAM_1:0:18043438,cajunb,Astralis
2300592-0,STEAM_1:0:15208267,Xyp9x,Astralis
2300592-0,STEAM_1:1:47669456,fejt_Z,Method
2300592-0,STEAM_1:0:15067614,cheti,Method
2300592-0,STEAM_1:1:57611716,JMQA6479,Method
2300592-0,STEAM_1:0:6360062,waterfaLLZ 4A4L,Method
2300592-1,STEAM_1:1:14582262,kKARR1GAN:D,Astralis
2300592-1,STEAM_1:0:6360062,waterfaLLZ 4A4L,Method
2300592-1,STEAM_1:0:15208267,Xyp9x,Astralis
2300592-1,STEAM_1:0:22294614,dupreeh <3 mutti,Astralis
2300592-1,STEAM_1:0:13723968,dDEV1CE -M-,Astralis
2300592-1,STEAM_1:0:18043438,cajunb,Astralis
2300592-1,STEAM_1:0:15067614,cheti,Method
2300592-1,STEAM_1:1:47669456,fejt_Z,Method
2300592-1,STEAM_1:1:57611716,JMQA6479,Method
2300592-1,STEAM_1:1:13393908,ub1que,Method
2300593-0,STEAM_1:1:47669456,fejt_Z,Method
2300593-0,STEAM_1:1:8441535,fREAKAZOiD,Cloud9
2300593-0,STEAM_1:1:10537862,Skadoodle,Cloud9
2300593-0,STEAM_1:0:15067614,cheti,Method
2300593-0,STEAM_1:0:2257963,shroud,Cloud9
2300593-0,STEAM_1:1:13393908,ub1que,Method
2300593-0,STEAM_1:1:57611716,JMQA6479,Method
2300593-0,STEAM_1:0:6360062,waterfaLLZ 4A4L,Method
2300593-0,STEAM_1:0:377643,n0thing,Cloud9
2300593-0,STEAM_1:0:19369141,stewie2k,Cloud9
2300593-1,STEAM_1:1:10537862,Skadoodle,Cloud9
2300593-1,STEAM_1:0:15067614,cheti,Method
2300593-1,STEAM_1:1:57611716,JMQA6479,Method
2300593-1,STEAM_1:1:8441535,fREAKAZOiD,Cloud9
2300593-1,STEAM_1:0:2257963,shroud,Cloud9
2300593-1,STEAM_1:0:19369141,stewie2k,Cloud9
2300593-1,STEAM_1:1:13393908,ub1que,Method
2300593-1,STEAM_1:0:6360062,waterfaLLZ 4A4L,Method
2300593-1,STEAM_1:1:47669456,fejt_Z,Method
2300593-1,STEAM_1:0:377643,n0thing,Cloud9
2300594-0,STEAM_1:0:13723968,dDEV1CE -M-,Astralis
2300594-0,STEAM_1:0:22294614,dupreeh <3 OLJ,Astralis
2300594-0,STEAM_1:1:7160959,G2.Kinguin SmithZz,G2.Kinguin
2300594-0,STEAM_1:1:14582262,kKARR1GAN,Astralis
2300594-0,STEAM_1:1:23327283,G2.Kinguin shox\M\,G2.Kinguin
2300594-0,STEAM_1:0:18043438,cajunb,Astralis
2300594-0,STEAM_1:1:26992886,G2.Kinguin RpK^,G2.Kinguin
2300594-0,STEAM_1:1:5868666,G2.Kinguin Ex6TenZ,G2.Kinguin
2300594-0,STEAM_1:0:14251260,G2.Kinguin ScreaM SaiyajiN,G2.Kinguin
2300594-0,STEAM_1:0:15208267,Xyp9x,Astralis
2300594-1,STEAM_1:0:22294614,dupreeh <3 OhLongJohnson,Astralis
2300594-1,STEAM_1:0:13723968,dDEV1CE -M-,Astralis
2300594-1,STEAM_1:0:15208267,Xyp9x,Astralis
2300594-1,STEAM_1:0:15208267,Xyp9x,Astralis
2300594-1,STEAM_1:0:18043438,cajunb,Astralis
2300594-1,STEAM_1:1:26992886,G2.Kinguin RpK^,G2.Kinguin
2300594-1,STEAM_1:1:14582262,kKARR1GAN,Astralis
2300594-1,STEAM_1:1:7160959,G2.Kinguin SmithZz,G2.Kinguin
2300594-1,STEAM_1:1:5868666,G2.Kinguin Ex6TenZ,G2.Kinguin
2300594-1,STEAM_1:0:14251260,G2.Kinguin ScreaM SaiyajiN,G2.Kinguin
2300594-1,STEAM_1:1:23327283,G2.Kinguin shox\M\,G2.Kinguin
2300595-0,STEAM_1:1:8441535,fREAKAZOiD,Cloud9
2300595-0,STEAM_1:1:5868666,G2.Kinguin Ex6TenZ,G2.Kinguin
2300595-0,STEAM_1:0:377643,n0thing,Cloud9
2300595-0,STEAM_1:0:19369141,stewie2k,Cloud9
2300595-0,STEAM_1:0:2257963,shroud,Cloud9
2300595-0,STEAM_1:1:26992886,G2.Kinguin RpK^,G2.Kinguin
2300595-0,STEAM_1:0:14251260,G2.Kinguin ScreaM SaiyajiN,G2.Kinguin
2300595-0,STEAM_1:1:10537862,Skadoodle,Cloud9
2300595-0,STEAM_1:1:23327283,G2.Kinguin shox\M\,G2.Kinguin
2300595-0,STEAM_1:1:7160959,G2.Kinguin SmithZz,G2.Kinguin
2300595-1,STEAM_1:1:5868666,G2.Kinguin Ex6TenZ,G2.Kinguin
2300595-1,STEAM_1:0:2257963,shroud,Cloud9
2300595-1,STEAM_1:1:7160959,G2.Kinguin SmithZz,G2.Kinguin
2300595-1,STEAM_1:1:26992886,G2.Kinguin RpK^,G2.Kinguin
2300595-1,STEAM_1:1:8441535,fREAKAZOiD,Cloud9
2300595-1,STEAM_1:1:23327283,G2.Kinguin shox\M\,G2.Kinguin
2300595-1,STEAM_1:0:19369141,stewie2k,Cloud9
2300595-1,STEAM_1:0:14251260,G2.Kinguin ScreaM SaiyajiN,G2.Kinguin
2300595-1,STEAM_1:1:10537862,Skadoodle,Cloud9
2300595-1,STEAM_1:0:377643,n0thing,Cloud9
2300595-1,STEAM_1:0:377643,n0thing,Cloud9
2300616-0,STEAM_1:1:20258583,ENVYUS k10$|-|1m@[C],EnVyUs
2300616-0,STEAM_1:1:14739219,ENVYUS 4px[D]m0u$$3,EnVyUs
2300616-0,STEAM_1:0:2257963,shroud,Cloud9
2300616-0,STEAM_1:0:8987812,ENVYUS HappyV,EnVyUs
2300616-0,STEAM_1:0:32320034,ENVYUS KENNYS -M-,EnVyUs
2300616-0,STEAM_1:1:222422,ENVYUS NBK-,EnVyUs
2300616-0,STEAM_1:1:8441535,fREAKAZOiD,Cloud9
2300616-0,STEAM_1:0:19369141,stewie2k,Cloud9
2300616-0,STEAM_1:0:377643,n0thing,Cloud9
2300616-0,STEAM_1:1:10537862,Skadoodle,Cloud9
2300616-1,STEAM_1:0:377643,n0thing,Cloud9
2300616-1,STEAM_1:0:8987812,ENVYUS HappyV,EnVyUs
2300616-1,STEAM_1:1:20258583,ENVYUS k10$|-|1m@[C],EnVyUs
2300616-1,STEAM_1:0:2257963,shroud,Cloud9
2300616-1,STEAM_1:1:222422,ENVYUS NBK-,EnVyUs
2300616-1,STEAM_1:0:19369141,stewie2k,Cloud9
2300616-1,STEAM_1:1:14739219,ENVYUS apEXmousse[D],EnVyUs
2300616-1,STEAM_1:1:8441535,fREAKAZOiD,Cloud9
2300616-1,STEAM_1:0:32320034,ENVYUS KENNYS -M-,EnVyUs
2300616-1,STEAM_1:1:10537862,Skadoodle,Cloud9
2300617-0,STEAM_1:1:9108123,CLG tarik,CLG
2300617-0,STEAM_1:1:5868666,G2.Kinguin Ex6TenZ,G2.Kinguin
2300617-0,STEAM_1:1:23327283,G2.Kinguin shox\M\,G2.Kinguin
2300617-0,STEAM_1:0:14251260,G2.Kinguin ScreaM SaiyajiN,G2.Kinguin
2300617-0,STEAM_1:1:26992886,G2.Kinguin RpK^,G2.Kinguin
2300617-0,STEAM_1:0:259380,CLG Cutla,CLG
2300617-0,STEAM_1:1:7160959,G2.Kinguin SmithZz,G2.Kinguin
2300617-0,STEAM_1:1:15152890,CLG hazed,CLG
2300617-0,STEAM_1:0:54380041,CLG FugLy,CLG
2300617-0,STEAM_1:0:3611826,CLG jdm^v^,CLG
2300617-1,STEAM_1:0:3611826,CLG jdm^v^,CLG
2300617-1,STEAM_1:1:26992886,G2.Kinguin RpK^,G2.Kinguin
2300617-1,STEAM_1:0:54380041,CLG FugLy,CLG
2300617-1,STEAM_1:1:7160959,G2.Kinguin SmithZz,G2.Kinguin
2300617-1,STEAM_1:1:9108123,CLG tarik,CLG
2300617-1,STEAM_1:1:5868666,G2.Kinguin Ex6TenZ,G2.Kinguin
2300617-1,STEAM_1:0:14251260,G2.Kinguin ScreaM SaiyajiN,G2.Kinguin
2300617-1,STEAM_1:0:259380,CLG Cutla,CLG
2300617-1,STEAM_1:1:23327283,G2.Kinguin shox\M\,G2.Kinguin
2300617-1,STEAM_1:1:15152890,CLG hazed,CLG
2300617-2,STEAM_1:0:3611826,CLG jdm^v^,CLG
2300617-2,STEAM_1:1:15152890,CLG hazed,CLG
2300617-2,STEAM_1:1:23327283,G2.Kinguin shox\M\,G2.Kinguin
2300617-2,STEAM_1:0:14251260,G2.Kinguin ScreaM SaiyajiN,G2.Kinguin
2300617-2,STEAM_1:1:26992886,G2.Kinguin RpK^,G2.Kinguin
2300617-2,STEAM_1:0:259380,CLG Cutla,CLG
2300617-2,STEAM_1:1:7160959,G2.Kinguin SmithZz,G2.Kinguin
2300617-2,STEAM_1:1:9108123,CLG tarik,CLG
2300617-2,STEAM_1:0:54380041,CLG FugLy,CLG
2300617-2,STEAM_1:1:5868666,G2.Kinguin Ex6TenZ,G2.Kinguin
2300634-0,STEAM_1:1:20258583,ENVYUS k10$|-|1m@[C],EnVyUs
2300634-0,STEAM_1:0:22294614,dupreeh <3 OhLongJohnson,Astralis
2300634-0,STEAM_1:0:18043438,cajunb,Astralis
2300634-0,STEAM_1:1:14739219,ENVYUS apEXmousse[D],EnVyUs
2300634-0,STEAM_1:0:32320034,ENVYUS KENNYS -M-,EnVyUs
2300634-0,STEAM_1:0:8987812,ENVYUS HappyV,EnVyUs
2300634-0,STEAM_1:1:222422,ENVYUS NBK-,EnVyUs
2300634-0,STEAM_1:1:14582262,kARR1GANN,Astralis
2300634-0,STEAM_1:0:13723968,dEV1CEE -M-,Astralis
2300634-0,STEAM_1:0:15208267,Xyp9x,Astralis
2300634-1,STEAM_1:0:13723968,dEV1CEE -M-,Astralis
2300634-1,STEAM_1:1:222422,ENVYUS NBK-,EnVyUs
2300634-1,STEAM_1:0:8987812,ENVYUS HappyV,EnVyUs
2300634-1,STEAM_1:0:32320034,ENVYUS KENNYS -M-,EnVyUs
2300634-1,STEAM_1:1:20258583,ENVYUS k10$|-|1m@[C],EnVyUs
2300634-1,STEAM_1:1:14582262,kARR1GANN,Astralis
2300634-1,STEAM_1:0:22294614,dupreeh <3 OhLongJohnson,Astralis
2300634-1,STEAM_1:1:14739219,ENVYUS apEXmousse[D],EnVyUs
2300634-1,STEAM_1:0:18043438,cajunb,Astralis
2300634-1,STEAM_1:0:15208267,Xyp9x,Astralis
2300634-2,STEAM_1:0:22294614,dupreeh <3 DonPiano,Astralis
2300634-2,STEAM_1:0:18043438,cajunb,Astralis
2300634-2,STEAM_1:1:20258583,ENVYUS k10$|-|1m@[C],EnVyUs
2300634-2,STEAM_1:0:32320034,ENVYUS KENNYS -M-,EnVyUs
2300634-2,STEAM_1:1:222422,ENVYUS NBK-,EnVyUs
2300634-2,STEAM_1:0:8987812,ENVYUS HappyV,EnVyUs
2300634-2,STEAM_1:1:14582262,kARR1GANN,Astralis
2300634-2,STEAM_1:1:14739219,ENVYUS apEXmousse[D],EnVyUs
2300634-2,STEAM_1:0:13723968,dEV1CEE -M-,Astralis
2300634-2,STEAM_1:0:15208267,Xyp9x,Astralis
2300635-0,STEAM_1:0:18607461,TENZKi,dignitas
2300635-0,STEAM_1:0:54380041,CLG FugLy,CLG
2300635-0,STEAM_1:1:17551991,RUBINO,dignitas
2300635-0,STEAM_1:1:9701723,k0nfig,dignitas
2300635-0,STEAM_1:0:29807412,Kjaerbye[FF],dignitas
2300635-0,STEAM_1:1:12067445,MSL,dignitas
2300635-0,STEAM_1:0:3611826,CLG jdm^v^,CLG
2300635-0,STEAM_1:1:15152890,CLG hazed,CLG
2300635-0,STEAM_1:1:9108123,CLG tarik,CLG
2300635-0,STEAM_1:0:259380,CLG Cutla,CLG
2300637-0,STEAM_1:0:54380041,CLG FugLy,CLG
2300637-0,STEAM_1:0:15208267,Xyp9x,Astralis
2300637-0,STEAM_1:0:13723968,D E V >1< C E -M-,Astralis
2300637-0,STEAM_1:0:18043438,c9junb,Astralis
2300637-0,STEAM_1:0:259380,CLG Cutla,CLG
2300637-0,STEAM_1:0:22294614,D U P R E E H,Astralis
2300637-0,STEAM_1:1:14582262,krrign,Astralis
2300637-0,STEAM_1:0:3611826,CLG jdm^v^,CLG
2300637-0,STEAM_1:1:9108123,CLG tarik,CLG
2300637-0,STEAM_1:1:15152890,CLG hazed,CLG
2300637-1,STEAM_1:0:259380,CLG Cutla,CLG
2300637-1,STEAM_1:0:18043438,c9junb,Astralis
2300637-1,STEAM_1:0:22294614,D U P R E E H,Astralis
2300637-1,STEAM_1:0:13723968,D E V >1< C E -M-,Astralis
2300637-1,STEAM_1:0:15208267,Xyp9x,Astralis
2300637-1,STEAM_1:1:14582262,krrign,Astralis
2300637-1,STEAM_1:1:9108123,CLG tarik,CLG
2300637-1,STEAM_1:1:15152890,CLG hazed,CLG
2300637-1,STEAM_1:0:3611826,CLG jdm^v^,CLG
2300637-1,STEAM_1:0:54380041,CLG FugLy,CLG
2300638-0,STEAM_1:0:18607461,73NZK1-C-,dignitas
2300638-0,STEAM_1:1:20258583,ENVYUS k10$|-|1m@[C],EnVyUs
2300638-0,STEAM_1:0:8987812,ENVYUS HappyV,EnVyUs
2300638-0,STEAM_1:0:32320034,ENVYUS KENNYS -M-,EnVyUs
2300638-0,STEAM_1:1:222422,ENVYUS NBK-,EnVyUs
2300638-0,STEAM_1:1:14739219,ENVYUS apEXmousse[D],EnVyUs
2300638-0,STEAM_1:1:12067445,MSL,dignitas
2300638-0,STEAM_1:1:9701723,k0nfig,dignitas
2300638-0,STEAM_1:0:29807412,Kjaerbye[FF],dignitas
2300638-0,STEAM_1:1:17551991,RUBINO,dignitas
2300638-1,STEAM_1:0:8987812,ENVYUS HappyV,EnVyUs
2300638-1,STEAM_1:0:8987812,ENVYUS HappyV,EnVyUs
2300638-1,STEAM_1:0:29807412,Kjaerbye[FF],dignitas
2300638-1,STEAM_1:1:12067445,MSL,dignitas
2300638-1,STEAM_1:1:14739219,ENVYUS apEXmousse[D],EnVyUs
2300638-1,STEAM_1:0:32320034,ENVYUS KENNYS -M-,EnVyUs
2300638-1,STEAM_1:1:20258583,ENVYUS k10$|-|1m@[C],EnVyUs
2300638-1,STEAM_1:1:17551991,RUBINO,dignitas
2300638-1,STEAM_1:0:18607461,73NZK1-C-,dignitas
2300638-1,STEAM_1:1:222422,ENVYUS NBK-,EnVyUs
2300638-1,STEAM_1:1:9701723,k0nfig,dignitas
2300638-2,STEAM_1:1:14739219,ENVYUS apEXmousse[D],EnVyUs
2300638-2,STEAM_1:0:32320034,ENVYUS KENNYS -M-,EnVyUs
2300638-2,STEAM_1:0:8987812,ENVYUS HappyV,EnVyUs
2300638-2,STEAM_1:1:12067445,MSL,dignitas
2300638-2,STEAM_1:1:222422,ENVYUS NBK-,EnVyUs
