/team/6226/e-fragnet,e-frag.net,
/team/4608/natus-vincere,natus vincere,/player/483/Edward/player/484/Zeus/player/7594/flamie/player/7998/s1mple/player/8918/electronic
/team/6714/dreamscape,dream[s]cape,
/team/4682/rctic,rctic,
/team/7534/qwerty,qwerty,
/team/7576/7642,7642,
/team/7503/ex-g3x,ex-g3x,
/team/6747/edg,edg,
/team/4602/tricked,tricked,/player/10404/Console/player/14085/snedker/player/7463/Inzta/player/8848/Ryxxo/player/8871/Lukki
/team/7099/synthetik,synthetik,
/team/6673/nrg,nrg,/player/11219/CeRq/player/8521/daps/player/8522/FugLy/player/9136/Brehze/player/9317/AnJ
/team/6693/panthers,panthers,/player/10980/DuDe/player/10981/mantuu/player/14887/HighKitty/player/14929/JDC/player/7616/tedderzy
/team/7379/ftw,ftw,
/team/7242/dizlown,dizlown,/player/13421/Adlane/player/13422/LAAH/player/13497/Lucky/player/14723/CREA%5E/player/15120/JiNKZ
/team/6045/ldlc-white,ldlc white,
/team/6287/torpedo,torpedo,
/team/6684/empire,empire,
/team/6094/vega-squadron,vega squadron,/player/7716/chopper/player/8786/jR/player/8788/keshandr/player/8789/mir/player/8790/hutji
/team/7728/spotnet,spotnet,/player/11905/spy/player/13612/Empera/player/13613/Senpai/player/13614/Jabz/player/5199/Zerocool
/team/6343/euronics,euronics,/player/1064/crisby/player/12782/kressy/player/3517/kzy/player/7523/maRky/player/8000/syken
/team/6042/mnm,mnm,
/team/6301/splyce,splyce,/player/10470/m1tch/player/1915/SEMPHIS/player/7935/roca/player/8508/DAVEY/player/9130/Drone
/team/6978/singularity,singularity,
/team/7533/north,north,/player/2469/cajunb/player/7156/MSL/player/8095/aizy/player/9031/valde/player/9078/k0nfig
/team/6785/innova,innova,
/team/6908/five,five,/player/10877/BlackMamba/player/11350/smartshi/player/11357/kelele/player/12360/Cheater/player/14559/Zico
/team/7517/tainted-minds,tainted minds,/player/2007/ap0c/player/2555/yam/player/8764/zewsy/player/8767/ofnu/player/9109/chuch
/team/6137/sk,sk,/player/2023/FalleN/player/8564/fer/player/8568/boltz/player/9216/coldzera/player/9217/TACO
/team/6118/tempo-storm,tempo storm,
/team/6631/reak,reak,
/team/7024/ehome,ehome,/player/10188/stark/player/10215/Insane/player/12490/expro/player/14138/mutaNt/player/8598/Marek
/team/7666/defusekids,defusekids,
/team/7342/excelsior,excelsior,/player/12420/nalpodV/player/12421/archeR/player/12422/tyraNt/player/12423/fusioN/player/12424/AL1AS
/team/6637/ex-titan,ex-titan,
/team/6239/nexus,nexus,
/team/7220/muffin-lightning,muffin lightning,
/team/8513/windigo,windigo,/player/11217/SPELLAN/player/11343/SHiPZ/player/1278/pNshr/player/2799/bubble/player/7834/v1c7oR
/team/7578/ex-findictus,ex-findictus,
/team/6117/ace,ace,
/team/6668/fluffy-gangsters,fluffy gangsters,
/team/7713/north-academy,north academy,/player/10330/acoR/player/8875/gade/player/9295/sycrone/player/9895/mertz/player/9896/b0RUP
/team/5824/ratsoftheyear,ratsoftheyear,
/team/6134/kinguin,kinguin,/player/14221/Kap3r/player/5388/rallen/player/7356/MICHU/player/8323/mouz/player/973/SZPERO
/team/7318/norse,norse,
/team/5599/dobrygaming,dobry&gaming,
/team/6368/red-instinct,red instinct,
/team/7274/sabertooth,sabertooth,
/team/6468/legacy,legacy,/player/10586/sonic/player/13058/mattcd/player/8766/dizzy/player/9118/mizu/player/9676/NikkeZ
/team/8068/ago,ago,/player/11278/TOAO/player/11891/phr/player/8327/Furlan/player/8570/GruBy/player/9574/snatchie
/team/7801/ghost,ghost,
/team/6685/ancient,ancient,
/team/7434/conquer,conquer,/player/10758/heku/player/11244/wils0n/player/11904/INSES/player/15563/SADDYX/player/9820/pietola
/team/5974/clg,clg,/player/10671/nahtE/player/6451/FNS/player/8137/reltuC/player/8745/Rickeh/player/9056/koosta
/team/7208/godsent-academy,godsent academy,
/team/6964/exotic-island,exotic island,
/team/7585/rynnkkviikset,rynnkkviikset,
/team/7990/ballistix,ballistix,
/team/6109/mvpkarnal,mvp.karnal,
/team/5479/mythic,mythic,/player/7433/adreN/player/7438/anger/player/8503/fl0m/player/8504/LeX/player/9882/Polen
/team/7532/big,big,/player/136/gob%20b/player/3252/LEGIJA/player/5794/tabseN/player/5799/keev/player/7256/nex
/team/7354/mvp-pk,mvp pk,/player/174/solo/player/205/glow/player/4637/zeff/player/9172/XigN/player/9174/HSK
/team/7232/rascal-jester,rascal jester,
/team/4411/nip,nip,/player/29/f0rest/player/39/GeT_RiGhT/player/884/Xizt/player/9255/draken/player/9278/REZ
/team/7175/heroic,heroic,/player/10264/niko/player/545/MODDII/player/8611/es3tag/player/8783/JUGi/player/922/Snappi
/team/6502/born-of-fire,born of fire,
/team/6855/fragsters,fragsters,/player/10992/dragonfly/player/10993/torben/player/10994/stavn/player/11258/fr0slev/player/9612/Bubski
/team/7108/4dimension,4dimension,
/team/7378/dreamchasers,dreamchasers,
/team/8021/kings,kings,
/team/6503/cyberzen,cyberzen,
/team/7217/subtle,subtle,/player/10252/LILMAN/player/12272/cardiac/player/13197/Laski/player/3887/els/player/8750/no_one
/team/6405/orgless,orgless,
/team/7924/rise-nation,rise nation,/player/11064/dazzLe/player/12113/Jonji/player/12271/moose/player/13273/Ace/player/9845/vSa
/team/7557/misfits,misfits,/player/10569/devoduvek/player/1916/seang%40res/player/7810/ShahZaM/player/9258/SicK/player/9616/AmaNEk
/team/8181/gale-force,gale force,/player/10499/JonY%20BoY/player/10506/tutehen/player/10892/MarKE/player/11595/tomi/player/9223/guishorro
/team/7567/boot-ds,b.o.o.t-d[s],/player/11460/Tommy/player/8943/splashske/player/8944/Benkai/player/9169/moxie/player/9339/ImpressioN
/team/5005/complexity,complexity,/player/7873/dephh/player/8513/yay/player/8707/ptr/player/8708/Slemmy/player/9043/ANDROID-X23
/team/6396/exaequo,exaequo,
/team/6263/skitlite,skitlite,/player/13562/pheini/player/14603/MISKA/player/15301/Tunkkis/player/9271/sLowi/player/9776/tofi
/team/7157/rogue,rogue,/player/2644/Hiko/player/7964/cadiaN/player/9152/shinobi/player/9260/vice/player/9884/wrath
/team/6290/luminosity,luminosity,/player/10560/yeL/player/10566/chelo/player/6593/PKL/player/9220/SHOOWTiME/player/9482/NEKIZ
/team/5454/skdc,skdc,
/team/7059/x,x,
/team/7606/vici,vici,/player/10774/Freeman/player/180/Savage/player/839/tb/player/8601/zhokiNg/player/8604/aumaN
/team/5395/penta,penta,
/team/6681/risky,risky,
/team/6680/echo-fox,echo fox,
/team/8452/seed,seed,/player/1378/zehN/player/3669/innocent/player/7218/kRYSTAL/player/7499/Spiidi/player/7511/denis
/team/6474/mvp-project,mvp project,
/team/6369/dead-pixels,dead pixels,
/team/7331/igamecom,igame.com,
/team/6724/preparation,preparation,
/team/6366/vault,vault,/player/10347/Daveys/player/10351/points/player/11524/sam_A/player/9213/sickLy/player/9214/spamzz
