2301858-1,16,mousesports,Ninjas in Pyjamas,3,10150,-900,1,6,3,2,3,5
2301858-2,1,mousesports,Ninjas in Pyjamas,3,10150,1800,0,0,2,2,5,4
2301858-2,16,Ninjas in Pyjamas,mousesports,3,7400,1500,0,1,1,3,5,4
2301859-0,1,FaZe Clan,Fnatic,3,10750,2400,0,0,5,1,4,4
2301859-0,16,Fnatic,FaZe Clan,2,-10150,-600,1,0,2,3,4,4
2301859-1,1,FaZe Clan,Fnatic,2,-10150,-900,1,0,5,1,3,4
2301859-1,16,Fnatic,FaZe Clan,2,-10750,-1800,1,0,3,2,4,4
2301860-0,1,Gambit Gaming,Counter Logic Gaming,2,-10450,-1800,0,0,4,2,4,4
2301860-0,16,Counter Logic Gaming,Gambit Gaming,2,-10500,1200,1,1,1,4,4,3
2301860-1,1,Gambit Gaming,Counter Logic Gaming,3,10150,1800,0,0,3,1,4,4
2301860-1,16,Counter Logic Gaming,Gambit Gaming,3,10150,600,1,2,1,4,4,5
2301860-2,1,Counter Logic Gaming,Gambit Gaming,2,-10450,-600,2,0,3,3,3,3
2301860-2,16,Gambit Gaming,Counter Logic Gaming,3,10750,-1300,1,2,5,1,3,4
2301861-1,1,G2 Esports,Virtus.Pro,2,-10450,0,0,0,1,9,5,2
2301861-1,16,Virtus.Pro,G2 Esports,3,9850,-1800,0,4,12,2,2,5
2301861-2,1,Virtus.Pro,G2 Esports,2,-10450,-1800,0,0,8,2,4,4
2301861-2,16,G2 Esports,Virtus.Pro,3,10150,1800,0,0,4,7,4,3
2301868-0,1,Ninjas in Pyjamas,Natus Vincere,3,9850,600,0,0,4,1,4,4
2301868-0,16,Natus Vincere,Ninjas in Pyjamas,3,7400,1200,0,0,4,5,4,4
2301868-1,1,Natus Vincere,Ninjas in Pyjamas,2,-10750,-2400,2,0,2,2,3,4
2301868-1,16,Ninjas in Pyjamas,Natus Vincere,3,7400,1500,1,0,7,1,4,4
2301869-0,1,Fnatic,Astralis,3,10450,1800,0,0,3,6,4,3
2301869-0,16,Astralis,Fnatic,3,7100,1200,2,0,6,1,3,4
