/events/2722/americas-minor-pgl-major-krakow-2017,06/11/2017,/team/5974/clg,3,5000
/events/2722/americas-minor-pgl-major-krakow-2017,06/11/2017,/team/6290/luminosity,4,0
/events/2722/americas-minor-pgl-major-krakow-2017,06/11/2017,/team/4773/pain,5,0
/events/2722/americas-minor-pgl-major-krakow-2017,06/11/2017,/team/6673/nrg,5,0
/events/2722/americas-minor-pgl-major-krakow-2017,06/11/2017,/team/5005/complexity,7,0
/events/2722/americas-minor-pgl-major-krakow-2017,06/11/2017,/team/7557/misfits,7,0
/events/2725/asia-minor-pgl-major-krakow-2017,06/04/2017,/team/6211/renegades,1,30000
/events/2725/asia-minor-pgl-major-krakow-2017,06/04/2017,/team/4863/tyloo,2,15000
/events/2725/asia-minor-pgl-major-krakow-2017,06/04/2017,/team/4791/immunity,3,5000
/events/2725/asia-minor-pgl-major-krakow-2017,06/04/2017,/team/7660/flash,4,0
/events/2725/asia-minor-pgl-major-krakow-2017,06/04/2017,/team/6248/themongolz,5,0
/events/2725/asia-minor-pgl-major-krakow-2017,06/04/2017,/team/6774/signature,5,0
/events/2725/asia-minor-pgl-major-krakow-2017,06/04/2017,/team/7576/7642,7,0
/events/2725/asia-minor-pgl-major-krakow-2017,06/04/2017,/team/7728/spotnet,7,0
/events/2557/esl-pro-league-season-5-finals,06/04/2017,/team/5995/g2,1,225000
/events/2557/esl-pro-league-season-5-finals,06/04/2017,/team/7533/north,2,100000
/events/2557/esl-pro-league-season-5-finals,06/04/2017,/team/5973/liquid,3,60000
/events/2557/esl-pro-league-season-5-finals,06/04/2017,/team/6137/sk,3,60000
/events/2557/esl-pro-league-season-5-finals,06/04/2017,/team/4494/mousesports,5,45000
/events/2557/esl-pro-league-season-5-finals,06/04/2017,/team/5991/envyus,5,45000
/events/2557/esl-pro-league-season-5-finals,06/04/2017,/team/6615/optic,7,40000
/events/2557/esl-pro-league-season-5-finals,06/04/2017,/team/4991/fnatic,7,40000
/events/2557/esl-pro-league-season-5-finals,06/04/2017,/team/4608/natus-vincere,9,35000
/events/2557/esl-pro-league-season-5-finals,06/04/2017,/team/7010/immortals,9,35000
/events/2557/esl-pro-league-season-5-finals,06/04/2017,/team/6673/nrg,11,32500
/events/2557/esl-pro-league-season-5-finals,06/04/2017,/team/5752/cloud9,11,32500
